comercio_id,mcc,mcc_nombre,mcc_segmento,region,tipo_persona,tenure_meses,fecha_alta
M000302,8062,Servicios médicos,servicios,Guayas,PERSONA_JURIDICA,20,2024-08-01
M000303,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,3,2026-01-01
M000304,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,18,2024-10-01
M000305,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,12,2025-04-01
M000306,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,15,2025-01-01
M000307,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,14,2025-02-01
M000308,5691,Tiendas de ropa,retail,Azuay,PERSONA_JURIDICA,29,2023-11-01
M000309,5812,Restaurantes,retail,Imbabura,PERSONA_NATURAL,17,2024-11-01
M000310,4722,Agencias de viaje,servicios,Esmeraldas,PERSONA_NATURAL,10,2025-06-01
M000311,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,36,2023-04-01
M000312,5691,Tiendas de ropa,retail,Guayas,PERSONA_NATURAL,7,2025-09-01
M000313,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,20,2024-08-01
M000314,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,18,2024-10-01
M000315,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,25,2024-03-01
M000316,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,41,2022-11-01
M000317,5815,Bienes digitales,alto_riesgo,Tungurahua,PERSONA_JURIDICA,89,2018-11-01
M000318,5732,Electrónica,retail,Guayas,PERSONA_JURIDICA,20,2024-08-01
M000319,5541,Estaciones de servicio,utility,Imbabura,PERSONA_NATURAL,12,2025-04-01
M000320,4900,Servicios básicos,utility,Pichincha,PERSONA_JURIDICA,11,2025-05-01
M000321,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,11,2025-05-01
M000322,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,24,2024-04-01
M000323,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,2,2026-02-01
M000324,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,6,2025-10-01
M000325,5815,Bienes digitales,alto_riesgo,Esmeraldas,PERSONA_NATURAL,24,2024-04-01
M000326,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,37,2023-03-01
M000327,8062,Servicios médicos,servicios,Pichincha,PERSONA_JURIDICA,37,2023-03-01
M000328,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,21,2024-07-01
M000329,5732,Electrónica,retail,Guayas,PERSONA_JURIDICA,34,2023-06-01
M000330,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_NATURAL,41,2022-11-01
M000331,5999,Retail general,retail,Guayas,PERSONA_JURIDICA,14,2025-02-01
M000332,5815,Bienes digitales,alto_riesgo,Loja,PERSONA_NATURAL,39,2023-01-01
M000333,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,5,2025-11-01
M000334,5812,Restaurantes,retail,Guayas,PERSONA_JURIDICA,6,2025-10-01
M000335,7230,Peluquerías y estética,servicios,Manabí,PERSONA_NATURAL,15,2025-01-01
M000336,5812,Restaurantes,retail,El Oro,PERSONA_NATURAL,4,2025-12-01
M000337,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,29,2023-11-01
M000338,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,13,2025-03-01
M000339,5541,Estaciones de servicio,utility,Pichincha,PERSONA_JURIDICA,18,2024-10-01
M000340,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,18,2024-10-01
M000341,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,15,2025-01-01
M000342,7995,Apuestas,alto_riesgo,Manabí,PERSONA_NATURAL,11,2025-05-01
M000343,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,28,2023-12-01
M000344,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_JURIDICA,13,2025-03-01
M000345,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_JURIDICA,18,2024-10-01
M000346,5541,Estaciones de servicio,utility,El Oro,PERSONA_JURIDICA,25,2024-03-01
M000347,5691,Tiendas de ropa,retail,Loja,PERSONA_JURIDICA,41,2022-11-01
M000348,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,39,2023-01-01
M000349,5812,Restaurantes,retail,Pichincha,PERSONA_JURIDICA,14,2025-02-01
M000350,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,10,2025-06-01
M000351,5999,Retail general,retail,El Oro,PERSONA_NATURAL,47,2022-05-01
M000352,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,13,2025-03-01
M000353,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,27,2024-01-01
M000354,4722,Agencias de viaje,servicios,Guayas,PERSONA_JURIDICA,4,2025-12-01
M000355,8062,Servicios médicos,servicios,Tungurahua,PERSONA_JURIDICA,2,2026-02-01
M000356,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_JURIDICA,20,2024-08-01
M000357,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,16,2024-12-01
M000358,4722,Agencias de viaje,servicios,Esmeraldas,PERSONA_NATURAL,32,2023-08-01
M000359,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_JURIDICA,11,2025-05-01
M000360,5541,Estaciones de servicio,utility,Loja,PERSONA_NATURAL,24,2024-04-01
M000361,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,31,2023-09-01
M000362,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,11,2025-05-01
M000363,5812,Restaurantes,retail,El Oro,PERSONA_JURIDICA,15,2025-01-01
M000364,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_JURIDICA,8,2025-08-01
M000365,7011,Hoteles,servicios,Manabí,PERSONA_NATURAL,33,2023-07-01
M000366,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,28,2023-12-01
M000367,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,30,2023-10-01
M000368,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,16,2024-12-01
M000369,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,28,2023-12-01
M000370,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,17,2024-11-01
M000371,5691,Tiendas de ropa,retail,Guayas,PERSONA_NATURAL,52,2021-12-01
M000372,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,19,2024-09-01
M000373,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,38,2023-02-01
M000374,5999,Retail general,retail,Guayas,PERSONA_NATURAL,16,2024-12-01
M000375,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,45,2022-07-01
M000376,5541,Estaciones de servicio,utility,El Oro,PERSONA_JURIDICA,10,2025-06-01
M000377,4722,Agencias de viaje,servicios,Azuay,PERSONA_NATURAL,26,2024-02-01
M000378,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,12,2025-04-01
M000379,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_NATURAL,23,2024-05-01
M000380,8062,Servicios médicos,servicios,El Oro,PERSONA_NATURAL,13,2025-03-01
M000381,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,19,2024-09-01
M000382,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,14,2025-02-01
M000383,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,30,2023-10-01
M000384,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,27,2024-01-01
M000385,5541,Estaciones de servicio,utility,Tungurahua,PERSONA_JURIDICA,11,2025-05-01
M000386,5813,Bares y clubs,alto_riesgo,Esmeraldas,PERSONA_NATURAL,11,2025-05-01
M000387,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,9,2025-07-01
M000388,5812,Restaurantes,retail,Manabí,PERSONA_JURIDICA,8,2025-08-01
M000389,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,32,2023-08-01
M000390,7230,Peluquerías y estética,servicios,Azuay,PERSONA_NATURAL,9,2025-07-01
M000391,5812,Restaurantes,retail,Tungurahua,PERSONA_JURIDICA,25,2024-03-01
M000392,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,13,2025-03-01
M000393,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,37,2023-03-01
M000394,5411,Supermercados,retail,Azuay,PERSONA_NATURAL,60,2021-04-01
M000395,4722,Agencias de viaje,servicios,Esmeraldas,PERSONA_NATURAL,1,2026-03-01
M000396,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,10,2025-06-01
M000397,5732,Electrónica,retail,Pichincha,PERSONA_JURIDICA,13,2025-03-01
M000398,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,17,2024-11-01
M000399,4722,Agencias de viaje,servicios,Guayas,PERSONA_JURIDICA,16,2024-12-01
M000400,5732,Electrónica,retail,Azuay,PERSONA_JURIDICA,6,2025-10-01
M000401,4900,Servicios básicos,utility,Tungurahua,PERSONA_JURIDICA,61,2021-03-01
M000402,5813,Bares y clubs,alto_riesgo,Tungurahua,PERSONA_NATURAL,16,2024-12-01
M000403,5812,Restaurantes,retail,Imbabura,PERSONA_NATURAL,27,2024-01-01
M000404,5541,Estaciones de servicio,utility,Loja,PERSONA_NATURAL,27,2024-01-01
M000405,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,5,2025-11-01
M000406,5691,Tiendas de ropa,retail,Guayas,PERSONA_JURIDICA,15,2025-01-01
M000407,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,32,2023-08-01
M000408,5812,Restaurantes,retail,Guayas,PERSONA_JURIDICA,47,2022-05-01
M000409,5541,Estaciones de servicio,utility,Chimborazo,PERSONA_NATURAL,15,2025-01-01
M000410,5815,Bienes digitales,alto_riesgo,Manabí,PERSONA_NATURAL,6,2025-10-01
M000411,5815,Bienes digitales,alto_riesgo,Esmeraldas,PERSONA_NATURAL,12,2025-04-01
M000412,5812,Restaurantes,retail,Guayas,PERSONA_JURIDICA,14,2025-02-01
M000413,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,14,2025-02-01
M000414,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,9,2025-07-01
M000415,5691,Tiendas de ropa,retail,Pichincha,PERSONA_JURIDICA,5,2025-11-01
M000416,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,7,2025-09-01
M000417,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,12,2025-04-01
M000418,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,31,2023-09-01
M000419,4900,Servicios básicos,utility,Chimborazo,PERSONA_NATURAL,40,2022-12-01
M000420,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,21,2024-07-01
M000421,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,8,2025-08-01
M000422,5411,Supermercados,retail,Tungurahua,PERSONA_NATURAL,13,2025-03-01
M000423,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,2,2026-02-01
M000424,7230,Peluquerías y estética,servicios,Imbabura,PERSONA_NATURAL,47,2022-05-01
M000425,7995,Apuestas,alto_riesgo,Manabí,PERSONA_NATURAL,11,2025-05-01
M000426,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,25,2024-03-01
M000427,7995,Apuestas,alto_riesgo,Manabí,PERSONA_NATURAL,38,2023-02-01
M000428,5411,Supermercados,retail,Azuay,PERSONA_NATURAL,56,2021-08-01
M000429,7995,Apuestas,alto_riesgo,Tungurahua,PERSONA_NATURAL,34,2023-06-01
M000430,4900,Servicios básicos,utility,Loja,PERSONA_NATURAL,14,2025-02-01
M000431,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_JURIDICA,28,2023-12-01
M000432,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_JURIDICA,55,2021-09-01
M000433,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,11,2025-05-01
M000434,5411,Supermercados,retail,Manabí,PERSONA_NATURAL,5,2025-11-01
M000435,5999,Retail general,retail,Chimborazo,PERSONA_NATURAL,9,2025-07-01
M000436,5812,Restaurantes,retail,Azuay,PERSONA_JURIDICA,26,2024-02-01
M000437,8062,Servicios médicos,servicios,Azuay,PERSONA_NATURAL,14,2025-02-01
M000438,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,18,2024-10-01
M000439,7230,Peluquerías y estética,servicios,Tungurahua,PERSONA_NATURAL,29,2023-11-01
M000440,7995,Apuestas,alto_riesgo,Esmeraldas,PERSONA_NATURAL,9,2025-07-01
M000441,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,17,2024-11-01
M000442,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_JURIDICA,13,2025-03-01
M000443,5999,Retail general,retail,Guayas,PERSONA_JURIDICA,53,2021-11-01
M000444,5691,Tiendas de ropa,retail,Guayas,PERSONA_NATURAL,33,2023-07-01
M000445,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,14,2025-02-01
M000446,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,14,2025-02-01
M000447,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,57,2021-07-01
M000448,5411,Supermercados,retail,Azuay,PERSONA_NATURAL,54,2021-10-01
M000449,7230,Peluquerías y estética,servicios,Azuay,PERSONA_NATURAL,26,2024-02-01
M000450,5411,Supermercados,retail,Azuay,PERSONA_JURIDICA,19,2024-09-01
M000451,4900,Servicios básicos,utility,Manabí,PERSONA_JURIDICA,6,2025-10-01
M000452,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_NATURAL,9,2025-07-01
M000453,5999,Retail general,retail,Tungurahua,PERSONA_NATURAL,6,2025-10-01
M000454,5812,Restaurantes,retail,Azuay,PERSONA_NATURAL,39,2023-01-01
M000455,5999,Retail general,retail,Guayas,PERSONA_NATURAL,6,2025-10-01
M000456,5541,Estaciones de servicio,utility,Azuay,PERSONA_NATURAL,14,2025-02-01
M000457,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,3,2026-01-01
M000458,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,5,2025-11-01
M000459,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,30,2023-10-01
M000460,7230,Peluquerías y estética,servicios,El Oro,PERSONA_NATURAL,23,2024-05-01
M000461,5999,Retail general,retail,Manabí,PERSONA_NATURAL,19,2024-09-01
M000462,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,14,2025-02-01
M000463,5732,Electrónica,retail,Azuay,PERSONA_JURIDICA,4,2025-12-01
M000464,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,12,2025-04-01
M000465,5815,Bienes digitales,alto_riesgo,Manabí,PERSONA_NATURAL,17,2024-11-01
M000466,5815,Bienes digitales,alto_riesgo,Loja,PERSONA_NATURAL,29,2023-11-01
M000467,5541,Estaciones de servicio,utility,Azuay,PERSONA_NATURAL,37,2023-03-01
M000468,5999,Retail general,retail,Azuay,PERSONA_JURIDICA,31,2023-09-01
M000469,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,23,2024-05-01
M000470,7011,Hoteles,servicios,Guayas,PERSONA_JURIDICA,19,2024-09-01
M000471,4722,Agencias de viaje,servicios,El Oro,PERSONA_NATURAL,22,2024-06-01
M000472,5812,Restaurantes,retail,Manabí,PERSONA_NATURAL,12,2025-04-01
M000473,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,20,2024-08-01
M000474,5691,Tiendas de ropa,retail,Guayas,PERSONA_NATURAL,16,2024-12-01
M000475,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,72,2020-04-01
M000476,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,22,2024-06-01
M000477,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,2,2026-02-01
M000478,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,13,2025-03-01
M000479,7011,Hoteles,servicios,Chimborazo,PERSONA_JURIDICA,15,2025-01-01
M000480,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,34,2023-06-01
M000481,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,24,2024-04-01
M000482,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_JURIDICA,23,2024-05-01
M000483,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,44,2022-08-01
M000484,5411,Supermercados,retail,Loja,PERSONA_JURIDICA,54,2021-10-01
M000485,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,30,2023-10-01
M000486,4722,Agencias de viaje,servicios,Tungurahua,PERSONA_JURIDICA,14,2025-02-01
M000487,5691,Tiendas de ropa,retail,Loja,PERSONA_NATURAL,14,2025-02-01
M000488,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,41,2022-11-01
M000489,8062,Servicios médicos,servicios,Azuay,PERSONA_NATURAL,14,2025-02-01
M000490,5815,Bienes digitales,alto_riesgo,Chimborazo,PERSONA_NATURAL,18,2024-10-01
M000491,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_JURIDICA,13,2025-03-01
M000492,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_JURIDICA,8,2025-08-01
M000493,5732,Electrónica,retail,Imbabura,PERSONA_NATURAL,69,2020-07-01
M000494,7995,Apuestas,alto_riesgo,El Oro,PERSONA_NATURAL,18,2024-10-01
M000495,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,48,2022-04-01
M000496,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,14,2025-02-01
M000497,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,11,2025-05-01
M000498,7011,Hoteles,servicios,Loja,PERSONA_JURIDICA,29,2023-11-01
M000499,8062,Servicios médicos,servicios,Guayas,PERSONA_JURIDICA,37,2023-03-01
M000500,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,39,2023-01-01
M000501,4900,Servicios básicos,utility,Manabí,PERSONA_NATURAL,16,2024-12-01
M000502,4900,Servicios básicos,utility,Chimborazo,PERSONA_NATURAL,31,2023-09-01
M000503,8062,Servicios médicos,servicios,Loja,PERSONA_NATURAL,12,2025-04-01
M000504,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,20,2024-08-01
M000505,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,15,2025-01-01
M000506,5732,Electrónica,retail,Chimborazo,PERSONA_NATURAL,13,2025-03-01
M000507,7995,Apuestas,alto_riesgo,Chimborazo,PERSONA_NATURAL,20,2024-08-01
M000508,4722,Agencias de viaje,servicios,Guayas,PERSONA_JURIDICA,7,2025-09-01
M000509,5812,Restaurantes,retail,Azuay,PERSONA_NATURAL,35,2023-05-01
M000510,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,14,2025-02-01
M000511,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,34,2023-06-01
M000512,5411,Supermercados,retail,Pichincha,PERSONA_JURIDICA,9,2025-07-01
M000513,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,13,2025-03-01
M000514,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,7,2025-09-01
M000515,5999,Retail general,retail,Loja,PERSONA_NATURAL,7,2025-09-01
M000516,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,10,2025-06-01
M000517,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,9,2025-07-01
M000518,5411,Supermercados,retail,Guayas,PERSONA_JURIDICA,7,2025-09-01
M000519,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,19,2024-09-01
M000520,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,28,2023-12-01
M000521,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,29,2023-11-01
M000522,5999,Retail general,retail,Guayas,PERSONA_JURIDICA,4,2025-12-01
M000523,7230,Peluquerías y estética,servicios,Azuay,PERSONA_JURIDICA,15,2025-01-01
M000524,5812,Restaurantes,retail,Imbabura,PERSONA_JURIDICA,14,2025-02-01
M000525,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,45,2022-07-01
M000526,5541,Estaciones de servicio,utility,Imbabura,PERSONA_JURIDICA,16,2024-12-01
M000527,5541,Estaciones de servicio,utility,Imbabura,PERSONA_JURIDICA,18,2024-10-01
M000528,5813,Bares y clubs,alto_riesgo,Loja,PERSONA_NATURAL,5,2025-11-01
M000529,5732,Electrónica,retail,Azuay,PERSONA_NATURAL,10,2025-06-01
M000530,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_JURIDICA,5,2025-11-01
M000531,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_NATURAL,20,2024-08-01
M000532,7011,Hoteles,servicios,Manabí,PERSONA_NATURAL,46,2022-06-01
M000533,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,10,2025-06-01
M000534,5411,Supermercados,retail,Chimborazo,PERSONA_NATURAL,16,2024-12-01
M000535,5999,Retail general,retail,Azuay,PERSONA_NATURAL,9,2025-07-01
M000536,8062,Servicios médicos,servicios,Tungurahua,PERSONA_NATURAL,12,2025-04-01
M000537,5999,Retail general,retail,Guayas,PERSONA_JURIDICA,20,2024-08-01
M000538,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,60,2021-04-01
M000539,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,44,2022-08-01
M000540,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,53,2021-11-01
M000541,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,34,2023-06-01
M000542,7995,Apuestas,alto_riesgo,Guayas,PERSONA_JURIDICA,16,2024-12-01
M000543,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,14,2025-02-01
M000544,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,10,2025-06-01
M000545,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,1,2026-03-01
M000546,7011,Hoteles,servicios,Chimborazo,PERSONA_JURIDICA,15,2025-01-01
M000547,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,46,2022-06-01
M000548,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_JURIDICA,46,2022-06-01
M000549,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,74,2020-02-01
M000550,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,21,2024-07-01
M000551,5999,Retail general,retail,Guayas,PERSONA_JURIDICA,6,2025-10-01
M000552,5999,Retail general,retail,Azuay,PERSONA_NATURAL,27,2024-01-01
M000553,4900,Servicios básicos,utility,Chimborazo,PERSONA_NATURAL,60,2021-04-01
M000554,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,50,2022-02-01
M000555,5691,Tiendas de ropa,retail,Manabí,PERSONA_JURIDICA,13,2025-03-01
M000556,5732,Electrónica,retail,Pichincha,PERSONA_JURIDICA,7,2025-09-01
M000557,4722,Agencias de viaje,servicios,Pichincha,PERSONA_JURIDICA,7,2025-09-01
M000558,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,10,2025-06-01
M000559,4722,Agencias de viaje,servicios,Pichincha,PERSONA_JURIDICA,12,2025-04-01
M000560,5812,Restaurantes,retail,Azuay,PERSONA_JURIDICA,15,2025-01-01
M000561,5691,Tiendas de ropa,retail,Manabí,PERSONA_NATURAL,29,2023-11-01
M000562,7995,Apuestas,alto_riesgo,Manabí,PERSONA_NATURAL,14,2025-02-01
M000563,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,19,2024-09-01
M000564,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_NATURAL,4,2025-12-01
M000565,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,10,2025-06-01
M000566,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_JURIDICA,10,2025-06-01
M000567,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,4,2025-12-01
M000568,7011,Hoteles,servicios,Azuay,PERSONA_NATURAL,14,2025-02-01
M000569,8062,Servicios médicos,servicios,Esmeraldas,PERSONA_NATURAL,5,2025-11-01
M000570,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,13,2025-03-01
M000571,7995,Apuestas,alto_riesgo,Guayas,PERSONA_JURIDICA,20,2024-08-01
M000572,4722,Agencias de viaje,servicios,Tungurahua,PERSONA_NATURAL,47,2022-05-01
M000573,5813,Bares y clubs,alto_riesgo,Loja,PERSONA_NATURAL,9,2025-07-01
M000574,7995,Apuestas,alto_riesgo,Guayas,PERSONA_JURIDICA,20,2024-08-01
M000575,8062,Servicios médicos,servicios,Azuay,PERSONA_NATURAL,11,2025-05-01
M000576,4900,Servicios básicos,utility,Manabí,PERSONA_JURIDICA,4,2025-12-01
M000577,7230,Peluquerías y estética,servicios,El Oro,PERSONA_NATURAL,47,2022-05-01
M000578,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,21,2024-07-01
M000579,5732,Electrónica,retail,Imbabura,PERSONA_NATURAL,26,2024-02-01
M000580,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,52,2021-12-01
M000581,8062,Servicios médicos,servicios,Loja,PERSONA_JURIDICA,13,2025-03-01
M000582,5812,Restaurantes,retail,Pichincha,PERSONA_JURIDICA,6,2025-10-01
M000583,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,9,2025-07-01
M000584,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,5,2025-11-01
M000585,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,39,2023-01-01
M000586,5999,Retail general,retail,Guayas,PERSONA_NATURAL,62,2021-02-01
M000587,5732,Electrónica,retail,Pichincha,PERSONA_JURIDICA,20,2024-08-01
M000588,5999,Retail general,retail,Guayas,PERSONA_NATURAL,30,2023-10-01
M000589,5411,Supermercados,retail,Guayas,PERSONA_JURIDICA,35,2023-05-01
M000590,4900,Servicios básicos,utility,Tungurahua,PERSONA_NATURAL,54,2021-10-01
M000591,4722,Agencias de viaje,servicios,Imbabura,PERSONA_NATURAL,60,2021-04-01
M000592,5732,Electrónica,retail,Azuay,PERSONA_JURIDICA,3,2026-01-01
M000593,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,11,2025-05-01
M000594,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,19,2024-09-01
M000595,5691,Tiendas de ropa,retail,Imbabura,PERSONA_JURIDICA,10,2025-06-01
M000596,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,15,2025-01-01
M000597,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,25,2024-03-01
M000598,5541,Estaciones de servicio,utility,Chimborazo,PERSONA_NATURAL,24,2024-04-01
M000599,7230,Peluquerías y estética,servicios,Chimborazo,PERSONA_NATURAL,35,2023-05-01
M000600,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,19,2024-09-01
M000601,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_JURIDICA,1,2026-03-01
M000602,4900,Servicios básicos,utility,Guayas,PERSONA_JURIDICA,14,2025-02-01
M000603,5813,Bares y clubs,alto_riesgo,Tungurahua,PERSONA_NATURAL,23,2024-05-01
M000604,5541,Estaciones de servicio,utility,Pichincha,PERSONA_JURIDICA,36,2023-04-01
