comercio_id,fecha_corte,mes_idx,n_transacciones,volumen_total,ticket_promedio,n_chargebacks,n_rechazos,dias_desde_ult_tx,n_tickets_soporte,dias_resolucion_soporte,flag_pos_fisico,flag_ecommerce,n_integraciones_activas
M000567,2025-07-01,2,151,3332.01,22.07,1,11,0,2,2.32,1,1,2
M000567,2025-08-01,3,49,1124.11,22.94,0,5,0,1,2.2,1,0,3
M000567,2025-09-01,4,117,2867.51,24.51,1,5,0,2,4.52,1,0,1
M000567,2025-10-01,5,68,1661.88,24.44,1,4,2,0,0.0,1,1,4
M000567,2025-11-01,6,148,4018.22,27.15,0,5,0,0,0.0,1,0,1
M000567,2025-12-01,7,125,3095.61,24.76,0,1,0,1,4.37,0,1,1
M000567,2026-01-01,8,76,1687.37,22.2,0,3,4,1,2.52,1,1,1
M000567,2026-02-01,9,109,3184.6,29.22,0,6,4,0,0.0,1,0,0
M000567,2026-03-01,10,87,2491.26,28.64,0,4,1,1,2.92,1,0,0
M000568,2025-05-01,0,176,1567.69,8.91,0,12,0,1,1.82,1,0,3
M000568,2025-06-01,1,122,1890.86,15.5,2,11,2,1,5.08,1,1,5
M000568,2025-07-01,2,153,1997.19,13.05,0,14,4,1,0.64,1,0,1
M000568,2025-08-01,3,325,5793.1,17.82,1,24,4,0,0.0,1,1,4
M000568,2025-09-01,4,332,4410.37,13.28,1,21,0,2,3.41,1,0,0
M000568,2025-10-01,5,160,1778.96,11.12,0,11,0,1,2.63,1,1,1
M000568,2025-11-01,6,276,3575.36,12.95,2,13,2,2,5.89,1,0,1
M000568,2025-12-01,7,217,3698.4,17.04,0,14,6,0,0.0,1,1,3
M000568,2026-01-01,8,246,2358.48,9.59,0,10,1,2,11.5,1,1,3
M000568,2026-02-01,9,170,2656.03,15.62,0,11,4,0,0.0,0,1,2
M000568,2026-03-01,10,244,3500.24,14.35,0,20,5,2,1.43,1,1,0
M000569,2025-05-01,0,172,7478.46,43.48,1,7,2,0,0.0,1,1,2
M000569,2025-06-01,1,209,7848.31,37.55,0,13,4,0,0.0,1,0,1
M000569,2025-07-01,2,165,8202.27,49.71,1,13,3,0,0.0,1,1,3
M000569,2025-08-01,3,271,8704.49,32.12,0,10,0,1,5.67,1,0,1
M000569,2025-09-01,4,68,2518.33,37.03,0,6,1,0,0.0,0,1,3
M000569,2025-10-01,5,124,5760.48,46.46,0,4,0,1,1.22,1,0,0
M000569,2025-11-01,6,95,4397.7,46.29,0,5,2,0,0.0,1,0,1
M000569,2025-12-01,7,57,1770.25,31.06,0,5,1,1,8.39,1,1,1
M000569,2026-01-01,8,199,7031.88,35.34,1,12,0,1,3.71,1,0,1
M000569,2026-02-01,9,167,7131.29,42.7,0,7,5,1,6.54,1,1,2
M000569,2026-03-01,10,71,3388.32,47.72,0,3,0,0,0.0,1,0,3
M000570,2025-05-01,0,104,2603.61,25.03,0,4,2,0,0.0,1,0,0
M000570,2025-06-01,1,143,7611.56,53.23,0,10,1,2,2.71,0,1,0
M000570,2025-07-01,2,144,5900.6,40.98,0,7,2,0,0.0,1,0,1
M000570,2025-08-01,3,228,13027.44,57.14,0,7,3,1,6.46,1,0,1
M000570,2025-09-01,4,49,1687.85,34.45,0,4,0,0,0.0,1,0,2
M000570,2025-10-01,5,229,12886.9,56.27,1,16,1,0,0.0,1,1,2
M000570,2025-11-01,6,129,3892.4,30.17,0,9,4,2,1.05,1,0,1
M000570,2025-12-01,7,143,6231.7,43.58,1,10,2,1,0.33,1,1,0
M000570,2026-01-01,8,161,8819.99,54.78,0,11,2,4,5.67,0,1,1
M000570,2026-02-01,9,90,4347.48,48.31,0,5,0,0,0.0,0,1,3
M000570,2026-03-01,10,101,4247.76,42.06,0,4,8,0,0.0,1,0,0
M000571,2025-05-01,0,149,9724.08,65.26,1,11,0,4,2.68,0,1,1
M000571,2025-06-01,1,229,12948.89,56.55,3,16,0,3,5.16,1,0,3
M000571,2025-07-01,2,96,6115.18,63.7,1,14,1,0,0.0,0,1,3
M000571,2025-08-01,3,114,6269.16,54.99,0,9,7,1,2.13,0,1,0
M000571,2025-09-01,4,139,6429.35,46.25,1,9,0,0,0.0,0,1,0
M000571,2025-10-01,5,242,9154.81,37.83,1,19,1,5,0.68,1,0,1
M000571,2025-11-01,6,120,8388.53,69.9,3,13,1,0,0.0,1,0,0
M000571,2025-12-01,7,179,9653.25,53.93,0,12,0,0,0.0,1,0,2
M000571,2026-01-01,8,90,4476.65,49.74,0,7,0,0,0.0,0,1,1
M000571,2026-02-01,9,146,10564.95,72.36,0,15,0,3,4.96,1,0,2
M000571,2026-03-01,10,121,6498.97,53.71,1,7,0,0,0.0,1,0,0
M000572,2025-05-01,0,8,132.16,16.52,0,0,0,3,14.48,0,1,1
M000572,2025-06-01,1,14,265.27,18.95,0,0,7,0,0.0,1,0,0
M000572,2025-07-01,2,20,443.19,22.16,0,1,2,2,5.94,0,1,0
M000572,2025-08-01,3,31,713.49,23.02,0,2,2,1,0.57,0,1,2
M000572,2025-09-01,4,28,671.87,24.0,0,1,1,0,0.0,1,1,0
M000572,2025-10-01,5,26,423.82,16.3,0,2,0,1,1.0,0,1,1
M000572,2025-11-01,6,17,318.17,18.72,0,1,8,0,0.0,1,1,1
M000572,2025-12-01,7,41,764.75,18.65,1,5,0,0,0.0,0,1,0
M000572,2026-01-01,8,42,619.04,14.74,0,4,3,1,3.89,1,0,1
M000572,2026-02-01,9,31,767.4,24.75,0,3,3,0,0.0,1,0,0
M000572,2026-03-01,10,34,691.94,20.35,0,2,2,0,0.0,0,1,2
M000573,2025-05-01,0,647,30497.03,47.14,2,46,2,1,4.67,1,0,0
M000573,2025-06-01,1,834,34224.82,41.04,7,60,1,3,2.52,1,0,2
M000573,2025-07-01,2,782,35246.03,45.07,2,65,0,0,0.0,1,1,3
M000573,2025-08-01,3,663,32333.32,48.77,5,56,2,3,2.64,1,1,1
M000573,2025-09-01,4,577,40453.98,70.11,2,41,5,2,2.07,1,0,2
M000573,2025-10-01,5,599,30913.42,51.61,9,42,15,2,9.17,1,0,0
M000573,2025-11-01,6,545,34254.7,62.85,4,40,5,2,3.11,1,0,2
M000573,2025-12-01,7,1002,49379.76,49.28,7,56,2,0,0.0,1,1,4
M000573,2026-01-01,8,407,18143.26,44.58,2,32,8,0,0.0,1,0,1
M000573,2026-02-01,9,702,21796.74,31.05,4,58,11,1,2.91,1,0,3
M000573,2026-03-01,10,572,28718.31,50.21,2,58,0,0,0.0,1,1,2
M000574,2025-05-01,0,235,9888.14,42.08,4,18,7,0,0.0,1,1,1
M000574,2025-06-01,1,163,6774.73,41.56,1,11,0,1,1.78,0,1,5
M000574,2025-07-01,2,79,1717.32,21.74,1,5,2,0,0.0,1,0,1
M000574,2025-08-01,3,198,7312.45,36.93,2,18,4,0,0.0,1,1,1
M000574,2025-09-01,4,230,8423.35,36.62,3,23,8,1,2.12,1,0,1
M000574,2025-10-01,5,79,2069.34,26.19,1,10,15,1,6.09,1,1,3
M000574,2025-11-01,6,191,5942.83,31.11,1,18,0,1,5.88,1,0,0
M000574,2025-12-01,7,107,4169.1,38.96,2,8,4,2,6.65,1,0,0
M000574,2026-01-01,8,132,5263.75,39.88,0,9,0,3,2.82,1,0,0
M000574,2026-02-01,9,131,6108.82,46.63,2,11,3,1,3.1,1,0,1
M000574,2026-03-01,10,82,2835.28,34.58,1,7,3,3,4.21,1,1,3
M000575,2025-05-01,0,167,6558.52,39.27,0,9,1,0,0.0,1,0,0
M000575,2025-06-01,1,285,10675.52,37.46,0,19,1,0,0.0,1,0,1
M000575,2025-07-01,2,230,8914.82,38.76,1,12,1,3,0.94,1,0,0
M000575,2025-08-01,3,304,11538.04,37.95,0,6,3,0,0.0,1,1,3
M000575,2025-09-01,4,272,11492.85,42.25,2,14,1,1,3.2,1,0,1
M000575,2025-10-01,5,128,5672.66,44.32,3,5,1,3,1.17,1,0,0
M000575,2025-11-01,6,223,8492.56,38.08,1,18,5,1,4.2,1,1,6
M000575,2025-12-01,7,162,4719.9,29.14,0,10,0,0,0.0,1,0,1
M000575,2026-01-01,8,287,12257.06,42.71,1,13,0,0,0.0,0,1,4
M000575,2026-02-01,9,341,12121.99,35.55,2,20,3,0,0.0,1,1,1
M000575,2026-03-01,10,259,7680.88,29.66,1,13,2,2,1.24,1,0,0
M000576,2025-05-01,0,116,1567.11,13.51,0,7,0,3,2.96,1,0,0
M000576,2025-06-01,1,190,2663.27,14.02,0,3,0,0,0.0,1,0,1
M000576,2025-07-01,2,268,5595.72,20.88,1,15,1,1,3.16,1,1,2
M000576,2025-08-01,3,323,4803.38,14.87,0,12,1,0,0.0,1,0,0
M000576,2025-09-01,4,209,4012.03,19.2,0,10,1,4,1.48,1,0,1
M000576,2025-10-01,5,146,3179.1,21.77,0,7,0,2,1.15,1,0,2
M000576,2025-11-01,6,235,3677.18,15.65,0,12,0,0,0.0,0,1,1
M000576,2025-12-01,7,154,3040.76,19.75,0,6,0,0,0.0,1,0,3
M000576,2026-01-01,8,201,2722.76,13.55,0,8,1,1,3.35,1,0,1
M000576,2026-02-01,9,149,2927.22,19.65,0,9,4,0,0.0,1,0,1
M000576,2026-03-01,10,168,2103.31,12.52,0,7,3,0,0.0,1,0,1
M000577,2025-05-01,0,207,5015.33,24.23,0,12,1,0,0.0,1,0,0
M000577,2025-06-01,1,195,3887.24,19.93,0,7,11,3,3.82,1,0,1
M000577,2025-07-01,2,271,5457.68,20.14,1,24,2,0,0.0,1,1,1
M000577,2025-08-01,3,259,5145.51,19.87,1,20,1,0,0.0,1,0,1
M000577,2025-09-01,4,192,5220.47,27.19,1,9,17,3,1.29,1,1,1
M000577,2025-10-01,5,256,3801.12,14.85,3,18,4,0,0.0,1,0,0
M000577,2025-11-01,6,149,3197.71,21.46,1,5,10,0,0.0,1,0,0
M000577,2025-12-01,7,205,4031.13,19.66,2,6,1,0,0.0,1,0,2
M000577,2026-01-01,8,167,3440.22,20.6,0,11,4,1,2.86,1,0,0
M000577,2026-02-01,9,78,1870.76,23.98,1,10,2,0,0.0,0,1,1
M000577,2026-03-01,10,97,1805.87,18.62,2,10,3,0,0.0,0,1,2
M000578,2025-05-01,0,174,9302.3,53.46,1,14,2,0,0.0,1,1,1
M000578,2025-06-01,1,352,23100.69,65.63,1,34,9,1,0.16,1,0,0
M000578,2025-07-01,2,164,7197.56,43.89,1,12,1,2,4.48,1,0,1
M000578,2025-08-01,3,277,15432.93,55.71,0,19,4,0,0.0,1,0,2
M000578,2025-09-01,4,333,15729.97,47.24,3,28,1,0,0.0,1,0,1
M000578,2025-10-01,5,220,11814.51,53.7,0,18,0,2,4.4,1,0,2
M000578,2025-11-01,6,217,9406.18,43.35,1,18,5,0,0.0,1,1,2
M000578,2025-12-01,7,122,6936.59,56.86,0,7,1,0,0.0,1,0,3
M000578,2026-01-01,8,180,8183.0,45.46,2,17,2,1,8.96,1,0,2
M000578,2026-02-01,9,142,7904.95,55.67,0,11,8,3,9.8,1,0,0
M000578,2026-03-01,10,234,14581.75,62.32,4,32,5,0,0.0,1,0,1
M000579,2025-05-01,0,54,1047.46,19.4,0,1,10,0,0.0,1,1,1
M000579,2025-06-01,1,69,1647.74,23.88,0,6,5,0,0.0,1,1,0
M000579,2025-07-01,2,123,2414.28,19.63,0,9,7,3,4.97,1,0,1
M000579,2025-08-01,3,90,1792.59,19.92,1,4,6,1,1.52,1,0,0
M000579,2025-09-01,4,64,2050.2,32.03,0,8,1,0,0.0,0,1,4
M000579,2025-10-01,5,45,811.74,18.04,0,3,3,0,0.0,1,0,3
M000579,2025-11-01,6,63,1061.13,16.84,0,5,0,2,2.63,0,1,3
M000579,2025-12-01,7,89,2055.07,23.09,0,11,1,3,6.35,1,0,3
M000579,2026-01-01,8,95,1612.43,16.97,0,7,0,0,0.0,1,0,1
M000579,2026-02-01,9,78,1494.93,19.17,0,4,3,1,5.81,1,0,1
M000579,2026-03-01,10,103,2694.94,26.16,2,6,2,0,0.0,1,0,1
M000580,2025-05-01,0,55,1600.9,29.11,2,2,2,1,1.13,0,1,3
M000580,2025-06-01,1,37,1283.46,34.69,0,3,0,1,1.03,1,0,4
M000580,2025-07-01,2,69,1815.94,26.32,0,4,7,0,0.0,1,1,0
M000580,2025-08-01,3,67,3113.82,46.47,2,5,2,1,2.27,0,1,2
M000580,2025-09-01,4,39,1247.72,31.99,0,1,0,0,0.0,1,0,1
M000580,2025-10-01,5,33,1243.99,37.7,0,3,2,0,0.0,1,1,4
M000580,2025-11-01,6,44,1726.19,39.23,0,1,1,0,0.0,1,0,2
M000580,2025-12-01,7,48,1766.95,36.81,0,0,5,0,0.0,1,0,3
M000580,2026-01-01,8,70,1607.5,22.96,0,2,0,0,0.0,1,1,2
M000580,2026-02-01,9,70,2769.2,39.56,1,2,0,3,7.19,1,0,0
M000580,2026-03-01,10,57,1865.86,32.73,0,4,5,2,3.41,1,0,1
M000581,2025-05-01,0,230,5536.2,24.07,0,15,0,0,0.0,1,1,1
M000581,2025-06-01,1,246,5746.66,23.36,0,8,2,1,4.19,1,0,3
M000581,2025-07-01,2,395,8879.69,22.48,3,16,1,0,0.0,1,0,0
M000581,2025-08-01,3,182,4640.75,25.5,0,6,4,0,0.0,1,0,1
M000581,2025-09-01,4,369,10302.79,27.92,0,21,0,1,1.34,1,0,1
M000581,2025-10-01,5,224,2547.15,11.37,0,13,7,1,0.78,1,0,0
M000581,2025-11-01,6,271,6436.18,23.75,0,9,0,2,6.32,1,0,1
M000581,2025-12-01,7,211,5386.95,25.53,3,13,1,0,0.0,1,1,2
M000581,2026-01-01,8,143,3664.99,25.63,0,4,4,1,1.91,1,0,2
M000581,2026-02-01,9,105,2925.66,27.86,0,4,6,2,5.0,0,1,0
M000581,2026-03-01,10,120,3357.65,27.98,1,6,3,0,0.0,1,1,2
M000582,2025-05-01,0,96,3613.41,37.64,0,7,0,0,0.0,1,1,1
M000582,2025-06-01,1,164,7300.96,44.52,0,12,2,1,2.9,1,0,1
M000582,2025-07-01,2,197,7341.7,37.27,0,6,1,2,2.35,1,1,5
M000582,2025-08-01,3,164,6257.33,38.15,1,9,5,0,0.0,1,0,2
M000582,2025-09-01,4,139,5647.49,40.63,2,6,8,0,0.0,1,1,2
M000582,2025-10-01,5,148,5455.47,36.86,0,4,0,0,0.0,1,0,1
M000582,2025-11-01,6,135,4979.18,36.88,0,10,4,1,4.33,1,0,2
M000582,2025-12-01,7,103,3843.39,37.31,1,9,8,1,3.01,1,0,1
M000582,2026-01-01,8,120,5246.64,43.72,3,4,4,0,0.0,1,0,0
M000582,2026-02-01,9,126,3643.8,28.92,0,6,0,1,1.0,1,1,3
M000582,2026-03-01,10,109,4223.43,38.75,0,6,0,3,0.65,1,0,2
M000583,2025-05-01,0,194,11125.64,57.35,1,15,0,0,0.0,1,1,1
M000583,2025-06-01,1,241,15185.4,63.01,3,13,6,3,3.09,1,1,2
M000583,2025-07-01,2,240,11873.85,49.47,1,10,0,1,0.25,1,1,4
M000583,2025-08-01,3,175,7518.39,42.96,2,7,1,2,5.54,1,0,0
M000583,2025-09-01,4,214,10418.59,48.69,1,17,10,0,0.0,1,1,1
M000583,2025-10-01,5,151,10073.21,66.71,2,6,0,3,0.8,1,1,3
M000583,2025-11-01,6,343,15842.17,46.19,1,17,1,0,0.0,0,1,1
M000583,2025-12-01,7,273,12962.43,47.48,0,15,1,0,0.0,1,0,2
M000583,2026-01-01,8,137,7735.25,56.46,0,7,2,1,3.93,1,1,2
M000583,2026-02-01,9,120,7867.95,65.57,1,9,1,4,6.38,1,0,1
M000583,2026-03-01,10,122,7673.83,62.9,0,7,0,1,2.27,1,1,3
M000584,2025-05-01,0,246,5230.69,21.26,0,7,0,0,0.0,1,1,0
M000584,2025-06-01,1,139,3034.57,21.83,0,4,3,0,0.0,1,0,3
M000584,2025-07-01,2,255,4883.83,19.15,1,7,4,1,1.6,1,0,0
M000584,2025-08-01,3,201,4693.41,23.35,0,8,1,0,0.0,1,1,1
M000584,2025-09-01,4,205,4230.26,20.64,0,9,0,2,3.15,1,0,2
M000584,2025-10-01,5,177,3710.85,20.97,0,4,2,0,0.0,1,0,0
M000584,2025-11-01,6,153,3020.82,19.74,0,7,21,1,6.01,1,0,1
M000584,2025-12-01,7,225,3803.62,16.9,0,9,5,0,0.0,0,1,0
M000584,2026-01-01,8,215,3607.06,16.78,0,9,4,0,0.0,1,1,6
M000584,2026-02-01,9,160,3374.04,21.09,0,5,0,0,0.0,1,0,1
M000584,2026-03-01,10,188,4445.11,23.64,0,11,0,0,0.0,1,0,3
M000585,2025-05-01,0,95,3645.97,38.38,0,4,2,1,1.03,1,0,1
M000585,2025-06-01,1,129,7660.9,59.39,0,8,4,1,3.67,1,0,1
M000585,2025-07-01,2,162,8206.87,50.66,0,11,0,0,0.0,1,1,1
M000585,2025-08-01,3,303,17631.82,58.19,1,23,1,0,0.0,1,1,4
M000585,2025-09-01,4,280,14579.6,52.07,0,18,2,2,9.53,1,0,0
M000585,2025-10-01,5,218,11188.53,51.32,0,18,2,1,4.91,1,1,0
M000585,2025-11-01,6,179,5304.98,29.64,1,8,0,1,2.66,1,0,2
M000585,2025-12-01,7,100,5975.11,59.75,0,4,1,4,4.09,0,1,4
M000585,2026-01-01,8,222,10105.5,45.52,1,11,0,0,0.0,1,1,1
M000585,2026-02-01,9,150,11340.91,75.61,1,10,8,0,0.0,1,0,1
M000585,2026-03-01,10,186,7899.21,42.47,1,17,1,2,2.43,1,1,3
M000586,2025-05-01,0,288,4959.3,17.22,0,18,7,1,2.4,1,0,4
M000586,2025-06-01,1,189,4077.2,21.57,1,15,1,0,0.0,0,1,3
M000586,2025-07-01,2,326,8082.25,24.79,1,27,1,1,7.48,1,0,2
M000586,2025-08-01,3,217,3718.23,17.13,1,11,1,2,2.34,1,0,1
M000586,2025-09-01,4,159,3420.91,21.52,1,12,5,1,5.87,1,1,2
M000586,2025-10-01,5,278,4287.74,15.42,0,19,3,0,0.0,1,1,7
M000586,2025-11-01,6,229,4303.33,18.79,1,11,0,1,1.85,1,1,2
M000586,2025-12-01,7,167,3470.74,20.78,0,5,0,2,4.13,1,1,2
M000586,2026-01-01,8,152,2099.77,13.81,0,7,4,1,2.96,1,0,2
M000586,2026-02-01,9,165,1968.31,11.93,0,12,1,3,4.98,0,1,1
M000586,2026-03-01,10,121,2210.24,18.27,0,7,3,1,4.52,1,0,0
M000587,2025-05-01,0,68,827.82,12.17,0,5,3,2,1.11,1,0,0
M000587,2025-06-01,1,42,375.82,8.95,1,3,5,2,1.24,1,1,3
M000587,2025-07-01,2,45,456.38,10.14,0,0,18,0,0.0,1,0,2
M000587,2025-08-01,3,54,442.08,8.19,1,3,10,1,3.27,0,1,1
M000587,2025-09-01,4,64,530.81,8.29,0,4,0,2,3.25,1,0,0
M000587,2025-10-01,5,69,738.16,10.7,1,1,2,1,3.23,0,1,2
M000587,2025-11-01,6,41,384.35,9.37,0,2,1,2,1.14,1,0,1
M000587,2025-12-01,7,49,617.47,12.6,1,4,1,1,3.59,1,0,1
M000587,2026-01-01,8,56,637.48,11.38,1,3,1,1,1.67,1,0,1
M000587,2026-02-01,9,42,434.89,10.35,0,3,8,1,2.95,1,1,3
M000587,2026-03-01,10,16,123.73,7.73,0,2,2,2,6.07,0,1,2
M000588,2025-05-01,0,113,4765.67,42.17,0,12,1,0,0.0,1,0,2
M000588,2025-06-01,1,110,6031.07,54.83,1,8,9,0,0.0,1,1,1
M000588,2025-07-01,2,168,6149.35,36.6,2,4,2,0,0.0,1,0,0
M000588,2025-08-01,3,99,3926.91,39.67,2,4,7,0,0.0,0,1,3
M000588,2025-09-01,4,208,6592.0,31.69,2,10,2,0,0.0,0,1,0
M000588,2025-10-01,5,151,6841.19,45.31,1,9,5,1,2.69,1,0,0
M000588,2025-11-01,6,173,8487.73,49.06,0,6,3,2,3.89,1,0,2
M000588,2025-12-01,7,65,2699.86,41.54,0,4,2,0,0.0,1,0,1
M000588,2026-01-01,8,141,5192.36,36.83,1,8,4,1,9.3,1,0,0
M000588,2026-02-01,9,128,5450.98,42.59,0,4,3,0,0.0,1,0,2
M000588,2026-03-01,10,88,3827.33,43.49,0,5,4,2,4.33,0,1,3
M000589,2025-05-01,0,87,771.29,8.87,0,2,3,1,6.07,1,1,1
M000589,2025-06-01,1,44,425.16,9.66,0,1,5,1,3.07,1,0,1
M000589,2025-07-01,2,107,784.93,7.34,0,9,3,0,0.0,1,0,0
M000589,2025-08-01,3,137,1405.52,10.26,0,8,10,1,5.15,1,0,1
M000589,2025-09-01,4,100,770.35,7.7,0,5,4,0,0.0,1,0,1
M000589,2025-10-01,5,118,1094.88,9.28,0,6,0,0,0.0,1,0,1
M000589,2025-11-01,6,86,663.4,7.71,0,6,3,0,0.0,1,1,3
M000589,2025-12-01,7,37,264.16,7.14,0,1,17,0,0.0,1,0,0
M000589,2026-01-01,8,78,606.92,7.78,0,5,6,1,1.26,1,0,1
M000589,2026-02-01,9,87,707.67,8.13,0,4,3,1,1.38,1,0,2
M000589,2026-03-01,10,61,431.87,7.08,0,2,0,0,0.0,1,0,0
M000590,2025-05-01,0,358,3483.6,9.73,1,17,0,1,4.15,1,0,2
M000590,2025-06-01,1,211,2269.28,10.75,3,12,3,0,0.0,1,0,1
M000590,2025-07-01,2,202,2264.12,11.21,0,9,2,0,0.0,1,0,1
M000590,2025-08-01,3,466,4357.38,9.35,0,22,1,0,0.0,0,1,0
M000590,2025-09-01,4,285,3449.95,12.11,0,16,1,0,0.0,1,0,0
M000590,2025-10-01,5,245,2837.47,11.58,0,4,1,0,0.0,1,1,4
M000590,2025-11-01,6,288,3616.86,12.56,0,14,0,0,0.0,1,0,1
M000590,2025-12-01,7,329,2806.03,8.53,0,16,1,1,2.67,0,1,1
M000590,2026-01-01,8,200,2025.76,10.13,0,9,0,0,0.0,1,0,1
M000590,2026-02-01,9,0,0.0,10.19,0,0,3,2,5.34,1,0,1
M000590,2026-03-01,10,243,1996.91,8.22,0,12,2,1,0.24,1,0,1
M000591,2025-05-01,0,78,2094.18,26.85,2,7,3,2,11.49,1,0,1
M000591,2025-06-01,1,309,9794.21,31.7,0,24,1,0,0.0,1,0,1
M000591,2025-07-01,2,207,6989.41,33.77,1,17,3,1,2.18,1,0,2
M000591,2025-08-01,3,172,3799.93,22.09,0,11,0,1,2.78,1,0,2
M000591,2025-09-01,4,176,4526.09,25.72,2,14,0,1,6.06,0,1,4
M000591,2025-10-01,5,267,7810.52,29.25,1,18,6,0,0.0,1,0,1
M000591,2025-11-01,6,157,3974.11,25.31,0,9,0,1,4.32,1,0,1
M000591,2025-12-01,7,223,7758.84,34.79,4,13,1,0,0.0,1,0,1
M000591,2026-01-01,8,149,3785.62,25.41,1,10,2,2,1.07,1,0,0
M000591,2026-02-01,9,181,4868.08,26.9,0,12,1,2,6.11,1,0,1
M000591,2026-03-01,10,124,3969.63,32.01,1,8,5,2,0.78,1,0,0
M000592,2025-05-01,0,148,4034.15,27.26,1,6,6,2,1.78,1,1,4
M000592,2025-06-01,1,134,6012.58,44.87,0,7,1,0,0.0,1,1,0
M000592,2025-07-01,2,62,2324.1,37.49,0,3,5,0,0.0,1,0,1
M000592,2025-08-01,3,80,3264.8,40.81,1,11,4,1,1.72,1,0,0
M000592,2025-09-01,4,132,7218.58,54.69,0,11,4,1,2.95,1,0,4
M000592,2025-10-01,5,108,6443.29,59.66,0,7,0,0,0.0,1,0,0
M000592,2025-11-01,6,66,3320.42,50.31,0,5,2,0,0.0,1,0,2
M000592,2025-12-01,7,172,6603.03,38.39,2,9,0,1,2.96,1,0,1
M000592,2026-01-01,8,94,5148.86,54.78,2,7,0,0,0.0,1,0,1
M000592,2026-02-01,9,86,3760.96,43.73,0,10,2,0,0.0,1,0,3
M000592,2026-03-01,10,47,1866.89,39.72,1,3,2,1,0.33,1,1,1
M000593,2025-05-01,0,18,133.72,7.43,0,1,0,1,3.38,0,1,3
M000593,2025-06-01,1,28,255.39,9.12,0,2,0,0,0.0,1,0,0
M000593,2025-07-01,2,20,206.49,10.32,0,1,6,2,1.31,1,1,0
M000593,2025-08-01,3,23,167.24,7.27,0,1,1,0,0.0,1,1,2
M000593,2025-09-01,4,13,81.49,6.27,0,1,3,0,0.0,1,1,2
M000593,2025-10-01,5,25,246.99,9.88,0,1,1,1,5.81,1,0,2
M000593,2025-11-01,6,28,244.72,8.74,0,3,0,0,0.0,1,0,1
M000593,2025-12-01,7,28,311.42,11.12,0,3,3,0,0.0,1,0,2
M000593,2026-01-01,8,12,81.42,6.78,0,0,2,2,5.09,1,0,1
M000593,2026-02-01,9,18,159.83,8.88,0,1,5,1,9.16,1,0,0
M000593,2026-03-01,10,27,205.28,7.6,0,2,0,2,1.86,1,1,3
M000594,2025-05-01,0,80,940.22,11.75,0,4,4,1,2.92,1,1,1
M000594,2025-06-01,1,18,207.55,11.53,0,0,9,0,0.0,1,0,1
M000594,2025-07-01,2,95,1618.3,17.03,0,6,2,2,4.26,1,0,2
M000594,2025-08-01,3,43,802.34,18.66,0,1,2,0,0.0,1,1,1
M000594,2025-09-01,4,49,877.74,17.91,0,1,0,0,0.0,1,0,2
M000594,2025-10-01,5,88,1650.11,18.75,0,3,3,0,0.0,1,0,1
M000594,2025-11-01,6,107,1508.01,14.09,0,3,2,2,6.66,1,0,3
M000594,2025-12-01,7,82,1217.38,14.85,0,2,5,0,0.0,1,0,2
M000594,2026-01-01,8,74,1190.45,16.09,1,3,1,0,0.0,1,0,2
M000594,2026-02-01,9,40,619.88,15.5,0,1,0,1,0.25,0,1,4
M000594,2026-03-01,10,73,1462.25,20.03,0,4,0,1,3.26,1,0,2
M000595,2025-05-01,0,107,546.57,5.11,0,7,2,0,0.0,1,0,1
M000595,2025-06-01,1,177,1092.29,6.17,0,11,5,1,3.13,0,1,0
M000595,2025-07-01,2,99,370.61,3.74,0,8,5,1,4.77,1,0,0
M000595,2025-08-01,3,172,673.56,3.92,0,15,1,2,2.51,1,0,2
M000595,2025-09-01,4,150,721.3,4.81,3,7,0,0,0.0,1,0,1
M000595,2025-10-01,5,153,741.6,4.85,1,9,7,1,4.55,0,1,0
M000595,2025-11-01,6,229,1278.29,5.58,0,12,2,1,3.51,1,0,3
M000595,2025-12-01,7,280,1615.24,5.77,1,10,2,0,0.0,0,1,7
M000595,2026-01-01,8,145,717.07,4.95,1,8,1,0,0.0,0,1,1
M000595,2026-02-01,9,164,709.56,4.33,1,11,0,0,0.0,1,1,6
M000595,2026-03-01,10,185,736.33,3.98,0,9,1,0,0.0,1,1,1
M000596,2025-05-01,0,190,8071.23,42.48,3,19,4,1,1.57,0,1,1
M000596,2025-06-01,1,157,6515.67,41.5,0,15,0,2,4.17,1,0,0
M000596,2025-07-01,2,188,9496.68,50.51,1,15,2,1,5.44,1,1,0
M000596,2025-08-01,3,74,3199.07,43.23,0,6,4,2,2.72,1,1,2
M000596,2025-09-01,4,146,3992.69,27.35,1,13,2,1,2.0,0,1,1
M000596,2025-10-01,5,124,3705.99,29.89,2,8,5,1,3.9,1,1,4
M000596,2025-11-01,6,97,4951.22,51.04,0,13,1,1,5.02,1,0,0
M000596,2025-12-01,7,103,4056.87,39.39,0,6,2,1,2.31,1,0,3
M000596,2026-01-01,8,147,5202.7,35.39,0,16,2,0,0.0,1,1,0
M000596,2026-02-01,9,162,5419.85,33.46,2,12,0,3,1.95,1,0,0
M000596,2026-03-01,10,133,5435.69,40.87,1,12,1,1,2.48,1,0,1
M000597,2025-05-01,0,126,3078.46,24.43,0,5,1,0,0.0,0,1,0
M000597,2025-06-01,1,180,4129.74,22.94,0,11,2,0,0.0,1,0,0
M000597,2025-07-01,2,222,4233.14,19.07,1,15,2,3,1.49,1,0,0
